probeset	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12
YKL210W	8.514007e+00	1.467437e+01	1.217010e+01	1.336375e+01	1.214619e+01	1.088730e+01	8.853102e+00	7.444129e+00	5.771240e+00	6.532348e+00	6.359707e+00	7.383520e+00	
YKL212W	6.802072e+00	2.903392e+00	3.311990e+00	3.000158e+00	3.036758e+00	2.349224e+00	2.704664e+00	7.238323e+00	1.132906e+01	7.562569e+00	5.714252e+00	6.610687e+00	
YKL213C	5.896052e+00	6.666636e+00	6.083730e+00	6.004711e+00	6.661118e+00	5.087624e+00	5.353979e+00	4.774054e+00	3.142071e+00	4.346507e+00	3.766727e+00	4.116315e+00	
YKL214C	4.988613e+00	4.298212e+00	3.702930e+00	3.970890e+00	4.741475e+00	4.105346e+00	3.612030e+00	4.203750e+00	3.878968e+00	3.760108e+00	3.459856e+00	3.522509e+00	
YKL215C	2.690024e+00	2.616925e+00	1.861485e+00	1.599986e+00	1.823369e+00	1.688635e+00	1.528310e+00	1.416702e+00	1.594113e+00	1.925799e+00	1.871740e+00	1.871973e+00	
YKL217W	4.407925e+01	5.207526e+01	5.250088e+01	3.918762e+01	4.807530e+01	4.097443e+01	3.893586e+01	3.060471e+01	1.499399e+01	1.648729e+01	1.720302e+01	1.891657e+01	
YKL221W	3.249253e-01	3.983374e-01	2.640637e-01	3.451300e-01	3.605673e-01	4.257707e-01	5.081956e-01	2.120344e-01	2.122262e-01	2.463184e-01	1.885645e-01	1.908823e-01	
YKR002W	4.131327e+00	4.978128e+00	4.318079e+00	2.877129e+00	3.299017e+00	2.576801e+00	2.887957e+00	2.705660e+00	3.385648e+00	3.304027e+00	3.637128e+00	3.011998e+00	
YKR006C	9.173192e+00	4.802756e+00	2.558380e+00	1.931305e+00	1.935575e+00	1.709625e+00	1.939750e+00	1.821181e+00	3.052915e+00	5.877627e+00	8.242627e+00	7.444496e+00	
YKR010C	1.082817e+00	8.018302e-01	8.781508e-01	7.093283e-01	8.023054e-01	7.511946e-01	8.267429e-01	8.005634e-01	1.024112e+00	8.946836e-01	1.219898e+00	1.229982e+00	
YKR014C	4.745400e+00	6.696524e+00	6.521411e+00	6.092606e+00	5.794494e+00	5.899456e+00	5.710274e+00	3.947762e+00	3.974647e+00	3.522830e+00	3.370181e+00	3.602822e+00	
YKR017C	6.434423e-01	1.084372e+00	9.328038e-01	7.567708e-01	8.218887e-01	7.964264e-01	7.257892e-01	3.418377e-01	4.274606e-01	3.729286e-01	3.035814e-01	4.554831e-01	
YKR025W	7.129655e-01	5.967704e-01	7.326352e-01	6.439598e-01	8.027315e-01	8.028615e-01	1.119508e+00	4.314996e+00	1.327873e+00	6.183279e-01	6.892450e-01	7.759307e-01	
YKR026C	9.260531e-01	8.513826e-01	9.852371e-01	1.075468e+00	1.229691e+00	1.180603e+00	1.331042e+00	4.912619e+00	3.268862e+00	2.035887e+00	2.025555e+00	1.734598e+00	
YKR029C	1.792401e+00	2.195679e+00	1.335716e+00	2.276793e+00	1.840923e+00	1.731956e+00	1.258322e+00	1.309062e+00	1.903279e+00	1.520858e+00	1.101020e+00	1.679064e+00	
YKR030W	1.726397e+00	2.184257e+00	1.629995e+00	2.386801e+00	2.718710e+00	2.437368e+00	1.616032e+00	1.538467e+00	2.945014e+00	1.988997e+00	1.586926e+00	2.219229e+00	
YKR034W	1.847470e+00	3.785156e-01	2.900257e-01	3.204744e-01	4.021914e-01	4.108792e-01	4.340417e-01	1.069291e+00	3.497038e+00	8.705669e-01	7.791090e-01	9.111270e-01	
YKR036C	8.162083e-01	8.799197e-01	1.124739e+00	9.609974e-01	1.301513e+00	1.267458e+00	1.471047e+00	1.822178e+00	1.251884e+00	8.324029e-01	9.823032e-01	8.158202e-01	
YKR037C	2.052573e+00	1.906511e+00	1.986418e+00	1.402744e+00	1.683477e+00	1.246395e+00	1.427859e+00	1.336794e+00	1.484555e+00	1.669246e+00	2.134726e+00	1.776328e+00	
YKR039W	3.552317e+01	2.925645e+01	3.692059e+01	3.289057e+01	2.823631e+01	2.412137e+01	2.805878e+01	3.896169e+01	4.566405e+01	1.503317e+01	1.526294e+01	1.783191e+01	
YKR044W	3.427528e-01	3.495848e-01	3.831821e-01	3.923980e-01	5.093110e-01	4.216913e-01	4.678855e-01	1.308664e+00	4.130016e-01	5.051318e-01	5.723135e-01	5.597566e-01	
YKR046C	3.408352e+01	4.713765e+01	4.814318e+01	4.089836e+01	4.117785e+01	3.322040e+01	3.535757e+01	2.928516e+01	1.746918e+01	1.713187e+01	1.747723e+01	2.163616e+01	
YKR048C	9.804142e+00	8.907911e+00	8.936402e+00	7.544976e+00	6.746166e+00	6.891836e+00	7.586059e+00	8.726514e+00	1.414811e+01	8.087286e+00	7.054268e+00	7.184834e+00	
YKR052C	1.737134e+00	1.461584e+00	9.835815e-01	1.110597e+00	1.236132e+00	1.250236e+00	1.142171e+00	5.958150e-01	1.337545e+00	1.064948e+00	1.148473e+00	1.298921e+00	
YKR054C	6.076318e+00	4.705053e+00	3.903579e+00	3.738762e+00	4.116541e+00	3.909540e+00	3.979210e+00	3.302360e+00	2.679756e+00	3.767766e+00	5.119464e+00	5.253268e+00	
YKR055W	1.959145e+00	2.046008e+00	2.084212e+00	1.929163e+00	1.929113e+00	1.913938e+00	2.204073e+00	1.723881e+00	1.064297e+00	1.239051e+00	1.303284e+00	1.412278e+00	
YKR063C	6.682657e-01	5.334141e-01	7.246452e-01	1.163398e+00	1.605989e+00	1.652659e+00	1.373631e+00	2.727049e+00	1.653927e+00	8.876662e-01	7.834965e-01	1.081272e+00	
YKR065C	7.264419e+00	6.635623e+00	4.118890e+00	4.365425e+00	3.862278e+00	3.481144e+00	2.987083e+00	2.589472e+00	4.638319e+00	5.194660e+00	5.289580e+00	5.821306e+00	
YKR066C	5.920551e+00	1.130364e+01	7.434221e+00	6.526268e+00	5.009158e+00	4.904403e+00	4.394073e+00	3.699086e+00	3.870136e+00	2.668471e+00	2.222095e+00	2.762081e+00	
YKR067W	1.863272e+01	2.711824e+01	1.637820e+01	1.834863e+01	1.624174e+01	1.453527e+01	1.074350e+01	4.942215e+00	7.141757e+00	6.029006e+00	6.274071e+00	6.247965e+00	
YKR069W	6.646377e+00	1.725109e+00	2.313661e+00	1.929418e+00	2.366556e+00	2.390639e+00	3.454656e+00	1.084321e+01	1.289217e+01	8.938348e+00	1.292825e+01	9.646654e+00	
YKR071C	3.219180e+00	3.068129e+00	3.796621e+00	3.068542e+00	3.951578e+00	2.965440e+00	3.845228e+00	8.693843e+00	4.636855e+00	2.929838e+00	4.187505e+00	3.858474e+00	
YKR077W	6.009935e-01	6.151687e-01	9.885754e-01	6.794937e-01	8.105728e-01	9.162057e-01	1.048959e+00	7.935160e-01	3.021497e+00	2.093296e+00	1.405336e+00	1.178111e+00	
YKR084C	8.683576e-01	5.193253e-01	6.106558e-01	5.765573e-01	6.630828e-01	6.958339e-01	7.931473e-01	7.571942e-01	1.240371e+00	9.469274e-01	1.011462e+00	1.134474e+00	
YKR085C	7.452444e+00	3.630203e+00	2.032393e+00	1.400024e+00	1.328863e+00	1.324952e+00	1.410769e+00	1.782982e+00	3.443589e+00	5.847043e+00	6.294558e+00	6.738885e+00	
YKR089C	1.673651e+00	2.502259e+00	2.287488e+00	2.094499e+00	2.082509e+00	1.810223e+00	1.747803e+00	1.250061e+00	1.301613e+00	1.264942e+00	1.181848e+00	1.155293e+00	
YKR090W	1.015024e+00	7.591551e-01	9.031120e-01	9.650522e-01	7.366201e-01	9.338554e-01	8.349807e-01	1.508759e+00	1.014298e+00	1.992719e+00	1.482346e+00	1.527983e+00	
YKR091W	8.707828e-01	1.753656e+00	2.030937e+00	2.071728e+00	2.806859e+00	2.793096e+00	3.016607e+00	1.445911e+00	5.727671e-01	1.208397e+00	1.143536e+00	9.598885e-01	
YKR099W	3.070653e-01	3.886834e-01	4.849856e-01	6.011072e-01	7.218023e-01	8.561673e-01	8.376568e-01	2.188812e+00	9.159047e-01	2.748799e-01	4.443272e-01	3.775010e-01	
YLL001W	3.706234e+00	2.935300e+00	1.651370e+00	2.177488e+00	1.651122e+00	1.767272e+00	1.254270e+00	1.182577e+00	2.901888e+00	2.634211e+00	3.117865e+00	3.135453e+00	
YLL002W	1.134060e+00	9.196708e-01	6.626104e-01	6.030091e-01	4.880032e-01	5.431021e-01	4.629177e-01	3.514881e-01	9.049072e-01	1.240500e+00	1.271444e+00	1.043900e+00	
YLL004W	7.568598e-01	1.029816e+00	9.399602e-01	9.965967e-01	1.051726e+00	1.137351e+00	1.068622e+00	2.770278e+00	1.072669e+00	8.885447e-01	1.030499e+00	1.075694e+00	
YLL010C	1.527825e+00	1.627485e+00	1.719685e+00	1.557051e+00	1.722507e+00	1.549010e+00	1.870225e+00	3.622670e+00	1.603035e+00	1.410411e+00	1.726357e+00	1.569870e+00	
YLL015W	2.384051e+00	2.809036e+00	2.530687e+00	3.119867e+00	3.290415e+00	3.002165e+00	2.871608e+00	1.668123e+00	1.531381e+00	1.721239e+00	1.450723e+00	1.722735e+00	
YLL021W	1.296218e+00	8.783278e-01	1.035619e+00	8.673572e-01	9.321147e-01	8.284970e-01	9.611623e-01	1.029318e+00	1.335928e+00	1.550540e+00	1.373484e+00	1.525384e+00	
YLL022C	2.181264e+00	1.846691e+00	1.704140e+00	1.547239e+00	1.579294e+00	1.705420e+00	2.088321e+00	1.996381e+00	1.530926e+00	2.482121e+00	2.153173e+00	2.042106e+00	
YLL023C	5.066859e+00	1.017845e+01	1.150010e+01	1.064071e+01	1.042963e+01	9.406743e+00	9.371272e+00	5.538918e+00	4.155348e+00	4.161649e+00	3.677720e+00	3.352219e+00	
YLL026W	6.745704e+00	1.700431e+01	1.687194e+01	1.762373e+01	2.007776e+01	1.815639e+01	1.719456e+01	9.840049e+00	6.214712e+00	9.921072e+00	7.618505e+00	6.627739e+00	
YLL027W	5.345583e+00	5.039281e+00	5.567577e+00	4.556931e+00	5.717142e+00	5.407409e+00	6.546102e+00	5.599871e+00	9.081674e+00	5.685109e+00	5.988322e+00	5.148893e+00	
YLL028W	4.713684e+00	5.385078e+00	7.111674e+00	7.548005e+00	9.088500e+00	8.325234e+00	9.645384e+00	1.151616e+01	6.254093e+00	3.627855e+00	3.608034e+00	3.362158e+00	
YLL032C	6.842592e-01	8.609426e-01	8.079190e-01	4.791884e-01	3.320891e-01	3.897300e-01	3.234867e-01	3.028459e-01	2.150382e-01	2.778332e-01	5.965329e-01	6.219274e-01	
YLL033W	1.883161e-01	9.713918e-02	1.399718e-01	1.938380e-01	2.024077e-01	2.122920e-01	1.708241e-01	3.360212e-01	2.765128e-01	1.848941e-01	1.728362e-01	1.839926e-01	
YLL036C	1.539757e+00	1.440421e+00	1.622872e+00	1.480188e+00	1.514091e+00	1.327631e+00	1.319453e+00	2.770641e+00	3.067756e+00	1.747394e+00	1.691128e+00	1.688175e+00	
YLL038C	4.876955e-01	3.280453e-01	4.375509e-01	3.563984e-01	4.293653e-01	3.440039e-01	3.884760e-01	5.942929e-01	4.785589e-01	3.803113e-01	3.925024e-01	3.340267e-01	
YLL040C	9.296804e+00	1.112756e+01	1.012326e+01	8.833399e+00	9.603675e+00	8.147367e+00	8.449867e+00	6.072121e+00	2.532877e+00	4.783503e+00	4.953199e+00	4.771982e+00	
YLL041C	4.549818e+01	3.879500e+01	3.909211e+01	3.112867e+01	3.321734e+01	2.829772e+01	3.151652e+01	2.229246e+01	2.446507e+01	3.305705e+01	3.540735e+01	3.201539e+01	
YLL048C	6.387180e+00	5.370601e+00	7.213722e+00	6.821524e+00	6.830355e+00	7.185295e+00	8.763848e+00	7.213978e+00	9.269019e+00	5.764221e+00	5.233171e+00	6.127824e+00	
YLL051C	6.917005e-01	4.066219e-01	6.034682e-01	5.080178e-01	4.507753e-01	4.729514e-01	7.227542e-01	7.783166e-01	6.515041e-01	5.770163e-01	7.712078e-01	7.836622e-01	
YLL056C	9.155875e-01	1.090795e+00	1.506497e+00	1.512260e+00	1.677763e+00	1.852305e+00	2.361589e+00	1.412732e+00	8.349396e-01	6.555833e-01	6.801421e-01	7.268724e-01	
YLL062C	1.175710e+00	3.155236e-01	4.968234e-01	3.398529e-01	3.747352e-01	2.579550e-01	3.220008e-01	7.533504e-01	2.138784e+00	1.476268e+00	1.742776e+00	1.645957e+00	
YLR004C	1.458504e+01	3.037223e+00	4.015348e+00	4.795749e+00	8.807728e+00	9.474086e+00	1.278087e+01	1.952494e+01	2.458813e+01	1.499827e+01	1.912167e+01	1.675792e+01	
YLR006C	1.390879e+00	1.942662e+00	1.874946e+00	1.661359e+00	1.780873e+00	1.705874e+00	1.727878e+00	8.088811e-01	1.074894e+00	1.218224e+00	1.532753e+00	1.224809e+00	
YLR007W	1.217564e+00	1.571437e+00	1.516544e+00	1.427876e+00	1.752170e+00	1.652147e+00	1.800639e+00	2.718196e+00	1.175496e+00	8.888636e-01	9.321737e-01	9.827934e-01	
YLR008C	5.080742e+00	2.566218e+00	1.717668e+00	1.543725e+00	1.516111e+00	1.476642e+00	1.626452e+00	4.258503e+00	4.906789e+00	4.743828e+00	5.073303e+00	5.136200e+00	
YLR009W	1.154988e+00	7.453027e-01	1.562524e+00	1.424458e+00	1.721092e+00	1.798563e+00	2.331703e+00	8.768029e+00	5.730422e+00	1.697997e+00	2.502011e+00	2.372197e+00	
YLR011W	8.205405e-01	8.706441e-01	8.653656e-01	8.793528e-01	8.068720e-01	7.752601e-01	8.569599e-01	6.389422e-01	3.651853e-01	5.725343e-01	6.703540e-01	7.601263e-01	
YLR015W	6.720508e-01	5.085355e-01	6.607136e-01	5.339339e-01	5.688176e-01	5.296615e-01	7.131596e-01	1.117503e+00	5.509826e-01	4.426585e-01	5.033467e-01	6.419818e-01	
YLR016C	1.039133e+00	7.392611e-01	1.050517e+00	9.425637e-01	8.612369e-01	9.228751e-01	1.117137e+00	2.055588e+00	1.202651e+00	9.215052e-01	9.564696e-01	9.220831e-01	
YLR024C	1.459498e+00	6.932560e-01	1.105983e+00	1.107498e+00	1.255655e+00	1.346424e+00	1.747345e+00	1.903801e+00	1.097735e+00	1.440741e+00	1.317697e+00	1.407231e+00	
YLR026C	9.118725e-01	6.354532e-01	5.829071e-01	4.999534e-01	5.461449e-01	4.064767e-01	5.210945e-01	8.912431e-01	8.300108e-01	8.724628e-01	9.537556e-01	9.211604e-01	
YLR027C	2.542745e+01	1.529289e+01	1.574849e+01	1.369270e+01	1.567837e+01	1.448159e+01	1.629489e+01	1.451782e+01	1.938402e+01	2.066742e+01	2.153357e+01	1.911715e+01	
YLR028C	8.012580e+00	7.848649e+00	8.597718e+00	9.587126e+00	1.079356e+01	9.100368e+00	9.963249e+00	1.031425e+01	6.431578e+00	7.131135e+00	5.999768e+00	5.991007e+00	
YLR031W	1.251553e-01	1.660333e-01	1.306856e-01	2.323926e-01	2.664466e-01	3.458576e-01	2.707596e-01	2.737912e-01	1.306463e-01	1.030156e-01	1.016492e-01	6.884928e-02	
YLR034C	1.669936e+00	1.474524e+00	1.925660e+00	1.634538e+00	1.547658e+00	1.615976e+00	1.318867e+00	1.130622e+00	2.048833e+00	1.519538e+00	2.052467e+00	1.686292e+00	
YLR036C	4.464463e-01	5.006759e-01	5.278806e-01	4.034198e-01	4.816451e-01	3.323996e-01	3.115062e-01	1.623360e-01	3.611786e-01	3.245424e-01	4.165139e-01	4.049950e-01	
YLR037C	2.290865e+00	3.333139e+00	2.794418e+00	2.376080e+00	2.510812e+00	2.029583e+00	2.044199e+00	1.192703e+00	1.313896e+00	1.302859e+00	1.798114e+00	1.577073e+00	
YLR038C	4.553828e+01	5.119991e+01	4.792501e+01	3.855763e+01	4.050790e+01	3.259677e+01	3.191325e+01	2.695113e+01	3.464599e+01	3.399318e+01	4.025460e+01	3.736099e+01	
YLR039C	5.830263e-01	6.012134e-01	5.640671e-01	5.499866e-01	5.955190e-01	5.592544e-01	5.688988e-01	3.656667e-01	2.837820e-01	4.597889e-01	5.639104e-01	5.309155e-01	
YLR044C	3.638202e+01	2.953212e+01	1.676658e+01	2.367563e+01	3.586890e+01	3.222750e+01	3.457002e+01	3.881174e+01	3.889318e+01	3.216394e+01	3.321065e+01	3.270746e+01	
YLR045C	2.913552e+00	2.159713e+00	2.055240e+00	1.242103e+00	1.342435e+00	1.019319e+00	1.114926e+00	1.378587e+00	1.500593e+00	2.534859e+00	3.140500e+00	3.224369e+00	
YLR049C	5.971453e-01	1.603458e+00	1.251710e+00	1.054124e+00	8.934803e-01	5.523298e-01	3.673689e-01	1.479821e-01	7.194574e-01	1.553233e+00	9.272613e-01	9.790968e-01	
YLR051C	8.694487e-01	6.466629e-01	1.167149e+00	1.306464e+00	1.418987e+00	1.609270e+00	2.032295e+00	7.062216e+00	4.449667e+00	2.047642e+00	2.249296e+00	2.585538e+00	
YLR052W	1.240912e+00	9.730239e-01	1.599512e+00	1.755853e+00	1.616100e+00	1.485034e+00	1.555552e+00	2.816539e+00	1.680707e+00	1.446533e+00	1.258454e+00	1.349781e+00	
YLR053C	4.864354e+00	2.637379e+00	1.733886e+00	1.716891e+00	1.994850e+00	1.620795e+00	1.015777e+00	7.816898e-01	9.481726e-01	1.729076e+00	1.638163e+00	1.718406e+00	
YLR054C	5.181139e-01	3.179330e-01	3.976540e-01	3.542810e-01	4.304572e-01	3.914492e-01	4.387688e-01	4.979823e-01	4.711119e-01	6.556248e-01	4.856224e-01	5.290744e-01	
YLR056W	1.049377e+01	3.054998e+00	4.480824e+00	4.213972e+00	6.277289e+00	7.724577e+00	1.322349e+01	1.549007e+01	1.971108e+01	1.527701e+01	1.617315e+01	1.500974e+01	
YLR058C	5.824615e+00	2.023015e+00	1.730945e+00	2.384914e+00	3.226708e+00	3.343720e+00	4.607821e+00	1.668924e+01	2.175582e+01	1.104696e+01	8.136465e+00	8.252049e+00	
YLR059C	4.173385e+00	4.054878e+00	3.447800e+00	2.715368e+00	2.412160e+00	1.731440e+00	1.959111e+00	4.646084e+00	4.269874e+00	3.524550e+00	3.536052e+00	3.295715e+00	
YLR060W	1.740058e+01	1.148524e+01	1.591970e+01	1.329868e+01	1.287094e+01	9.395418e+00	1.275003e+01	2.688791e+01	4.037665e+01	2.065672e+01	2.042018e+01	1.658420e+01	
YLR063W	1.154698e-01	6.171896e-02	1.158280e-01	1.502504e-01	1.788950e-01	2.064255e-01	2.542568e-01	1.969074e+00	4.699895e-01	1.642400e-01	1.651221e-01	1.792354e-01	
YLR065C	5.489613e+00	4.259411e+00	5.536629e+00	4.939684e+00	5.080864e+00	5.434993e+00	4.707545e+00	9.253741e+00	1.000268e+01	7.030601e+00	7.964637e+00	6.351645e+00	
YLR067C	4.823232e-01	3.732795e-01	4.129112e-01	3.083224e-01	4.106824e-01	2.550928e-01	2.221281e-01	2.982367e-01	4.412325e-01	6.257039e-01	6.109358e-01	6.469918e-01	
YLR070C	4.215491e+00	1.057504e+01	7.402765e+00	6.770221e+00	6.434623e+00	5.427781e+00	6.174753e+00	2.821718e+00	1.085044e+00	1.830375e+00	1.858173e+00	1.983565e+00	
YLR074C	1.317876e+00	1.821731e+00	2.188903e+00	1.965512e+00	2.015488e+00	2.354708e+00	3.777913e+00	1.719705e+01	7.613685e+00	1.231950e+00	1.621644e+00	1.849252e+00	
YLR076C	9.689521e-01	6.368468e-01	8.432487e-01	6.384500e-01	1.087534e+00	7.457891e-01	6.736628e-01	6.644077e-01	6.599722e-01	6.049134e-01	4.094474e-01	5.000983e-01	
YLR077W	3.007553e+00	2.088436e+00	1.714009e+00	1.381391e+00	1.570845e+00	1.407393e+00	1.557067e+00	1.374632e+00	1.425549e+00	2.749584e+00	2.552909e+00	2.703500e+00	
YLR079W	2.192006e+00	6.918143e+00	9.024711e+00	4.478720e+00	3.641039e+00	2.882431e+00	2.545552e+00	1.910068e+00	2.267635e+00	1.692580e+00	1.492543e+00	1.601739e+00	
YLR080W	1.373891e+00	1.826078e+00	1.758062e+00	1.832029e+00	2.096780e+00	2.026910e+00	1.915722e+00	1.041519e+00	6.791720e-01	1.057357e+00	7.479109e-01	8.007806e-01	
YLR081W	2.214002e-01	5.363129e-01	3.204430e-01	3.000114e-01	2.735646e-01	2.428938e-01	2.172046e-01	1.450995e-01	2.486012e-01	1.509213e-01	9.886990e-02	1.619044e-01	
YLR083C	4.221597e+00	2.164349e+00	2.345718e+00	2.918305e+00	2.913287e+00	3.093723e+00	3.462270e+00	7.609348e+00	8.488048e+00	5.836167e+00	6.823163e+00	6.003835e+00	
YLR086W	3.578177e-01	1.766020e-01	2.241586e-01	2.573218e-01	2.715376e-01	2.790590e-01	3.100634e-01	3.490901e-01	2.402839e-01	3.222366e-01	3.399505e-01	3.675481e-01	
YLR088W	2.995447e+00	2.170661e+00	2.707672e+00	3.037304e+00	3.678101e+00	3.244834e+00	3.086356e+00	3.544881e+00	2.196483e+00	3.291762e+00	3.350721e+00	3.376108e+00	
YLR090W	6.418330e+00	3.224551e+00	2.208578e+00	1.715385e+00	1.931482e+00	1.627861e+00	1.674845e+00	2.271278e+00	3.404539e+00	4.575313e+00	4.457218e+00	4.462174e+00	
YLR092W	4.871842e+00	1.038037e+00	2.803681e+00	2.843525e+00	3.073462e+00	2.558977e+00	3.340725e+00	8.402606e+00	1.137803e+01	7.885982e+00	8.235973e+00	8.112708e+00	
YLR093C	3.619065e+00	6.007529e+00	5.772068e+00	5.142415e+00	5.625094e+00	4.638247e+00	3.823906e+00	3.032535e+00	2.821411e+00	2.498094e+00	2.287292e+00	2.428644e+00	
YLR100W	1.058897e+01	6.223808e+00	6.347898e+00	5.264391e+00	4.885404e+00	4.730627e+00	5.059148e+00	5.344320e+00	6.986579e+00	6.461559e+00	8.595968e+00	8.545936e+00	
YLR102C	2.039714e+00	3.400864e+00	3.185861e+00	2.270911e+00	2.310070e+00	1.847563e+00	1.842467e+00	1.188818e+00	9.520728e-01	1.061578e+00	1.232707e+00	1.297585e+00	
YLR103C	7.290654e-01	5.570347e-01	4.654837e-01	3.394490e-01	3.445714e-01	3.346283e-01	3.666325e-01	2.618065e-01	1.465546e+00	2.380655e+00	1.971834e+00	1.605611e+00	
YLR105C	1.743984e+00	1.595238e+00	1.460883e+00	1.489895e+00	1.610231e+00	1.562514e+00	1.559589e+00	1.810206e+00	2.214491e+00	1.782245e+00	1.780678e+00	1.569919e+00	
YLR106C	2.990768e+00	1.331828e+00	1.731182e+00	1.798031e+00	1.811173e+00	2.013165e+00	2.574610e+00	4.348527e+00	1.027176e+01	2.243972e+00	2.614664e+00	3.227827e+00	
YLR108C	1.338178e+00	2.334886e+00	2.237818e+00	2.604515e+00	3.325914e+00	3.341370e+00	3.349890e+00	1.450743e+00	4.165312e-01	6.281419e-01	9.102855e-01	1.171529e+00	
YLR109W	2.186374e+01	3.175910e+01	3.491142e+01	3.225295e+01	3.795804e+01	3.110789e+01	3.296524e+01	2.953615e+01	1.255707e+01	1.531442e+01	1.710414e+01	1.663275e+01	
YLR113W	6.632486e+00	5.442950e+00	4.856394e+00	3.250783e+00	3.021640e+00	2.478746e+00	3.063919e+00	4.428455e+00	5.503472e+00	4.080561e+00	4.556666e+00	4.723867e+00	
YLR116W	1.101974e+00	1.238393e+00	1.372586e+00	1.538221e+00	1.661549e+00	1.522509e+00	1.723045e+00	2.117875e+00	1.602711e+00	1.223115e+00	1.162559e+00	1.096831e+00	
YLR124W	2.459713e-01	2.697935e-01	2.923623e-01	2.750666e-01	2.245533e-01	1.946660e-01	2.437691e-01	2.101949e-01	2.397690e-01	1.902548e-01	1.584173e-01	1.682647e-01	
YLR125W	2.194243e-01	1.711466e-01	1.995687e-01	2.521031e-01	3.282629e-01	2.507770e-01	1.827126e-01	1.512752e-01	9.320742e-02	1.328346e-01	1.181458e-01	1.886202e-01	
YLR131C	3.304792e+00	4.851955e+00	4.161482e+00	2.464016e+00	1.630664e+00	9.753683e-01	7.690959e-01	5.971382e-01	6.020322e-01	5.379035e-01	1.307456e+00	2.071582e+00	
YLR132C	1.579731e+00	8.497657e-01	1.418394e+00	9.259541e-01	7.283988e-01	7.213637e-01	7.988894e-01	7.172821e-01	6.124490e-01	9.218195e-01	1.432819e+00	1.321962e+00	
YLR133W	6.785911e+00	3.149062e+00	4.644451e+00	3.534183e+00	3.006181e+00	2.497186e+00	3.109022e+00	2.979057e+00	2.986511e+00	3.499587e+00	4.909543e+00	4.920421e+00	
YLR136C	7.573643e-01	5.100613e-01	2.882559e-01	4.311624e-01	4.546618e-01	4.262190e-01	4.411773e-01	3.151953e-01	3.844137e-01	6.464205e-01	4.505485e-01	4.376119e-01	
YLR138W	1.111973e+00	9.942691e-01	1.095519e+00	1.009890e+00	1.086087e+00	1.036728e+00	1.208892e+00	1.571064e+00	2.032445e+00	1.000065e+00	9.035149e-01	1.030493e+00	
YLR141W	9.064888e-01	9.394253e-01	1.227315e+00	9.585558e-01	1.138056e+00	1.008484e+00	1.139826e+00	7.918971e-01	4.537431e-01	5.914170e-01	6.607161e-01	6.693214e-01	
YLR143W	7.799750e-02	2.450118e-01	2.210450e-01	2.590430e-01	3.567357e-01	3.869362e-01	4.701064e-01	7.036593e-01	5.145946e-01	3.279699e-01	2.461191e-01	2.777396e-01	
YLR144C	1.719188e+00	1.241696e+00	1.371585e+00	9.634721e-01	1.155304e+00	1.077636e+00	1.325480e+00	1.538409e+00	1.752311e+00	1.464946e+00	1.535516e+00	1.664820e+00	
YLR150W	2.252718e+01	1.482261e+01	1.859188e+01	1.979123e+01	2.062952e+01	2.032962e+01	2.279485e+01	3.000244e+01	3.630547e+01	2.972387e+01	2.742143e+01	2.410469e+01	
YLR152C	5.833459e+00	3.746350e+00	4.540299e+00	4.291585e+00	5.711670e+00	7.035889e+00	7.895436e+00	5.241590e+00	1.756299e+00	3.065501e+00	3.581774e+00	3.970405e+00	
YLR153C	1.644637e+01	7.413318e+00	9.718859e+00	1.058788e+01	1.005583e+01	8.448494e+00	8.721236e+00	9.336766e+00	6.613523e+00	1.196819e+01	1.462849e+01	1.469213e+01	
YLR163C	6.858369e+00	3.543599e+00	2.638319e+00	2.601064e+00	2.776521e+00	2.491755e+00	2.236953e+00	2.739329e+00	4.173740e+00	4.983434e+00	5.681339e+00	5.260276e+00	
YLR168C	4.962245e+00	1.715113e+00	1.701917e+00	1.051813e+00	7.872873e-01	8.811069e-01	7.349004e-01	1.723916e+00	5.668530e+00	4.593466e+00	8.466505e+00	7.508665e+00	
YLR175W	4.689357e+00	1.937953e+00	4.808377e+00	4.397568e+00	4.584480e+00	5.145390e+00	7.678730e+00	2.209996e+01	2.014879e+01	7.980363e+00	9.692415e+00	9.382573e+00	
YLR176C	1.172653e+00	9.460499e-01	1.017091e+00	8.816034e-01	8.362386e-01	8.154021e-01	9.049306e-01	1.258465e+00	1.952596e+00	1.456727e+00	1.226819e+00	1.308107e+00	
YLR177W	5.148049e+00	4.011163e+00	2.805737e+00	2.399125e+00	2.260390e+00	2.181925e+00	2.208693e+00	1.015046e+00	2.371507e+00	2.213510e+00	2.022425e+00	2.370994e+00	
YLR178C	1.335617e+01	3.561791e+01	2.966172e+01	2.846727e+01	3.076111e+01	2.609453e+01	2.666701e+01	1.497404e+01	7.900266e+00	8.634403e+00	5.529898e+00	5.109105e+00	
YLR180W	3.105552e+01	6.740788e+00	1.562480e+01	1.214517e+01	9.815747e+00	8.179694e+00	1.195293e+01	3.149982e+01	4.035991e+01	2.363140e+01	2.917351e+01	2.946259e+01	
YLR181C	1.623580e+00	2.080590e+00	1.970960e+00	1.231577e+00	1.216068e+00	1.166038e+00	1.697392e+00	1.286406e+00	8.061263e-01	1.038719e+00	1.138298e+00	1.080701e+00	
